texto,categoria,urgencia
Me prometieron llamarme cuando estuviera listo mi documento. Nunca me llamaron y cuando fui ya había vencido el plazo.,Reclamo,Alta
Pido información actualizada sobre tiempos de entrega.,Petición,Baja
La aplicación de los trámites de matrícula lleva 5 días sin funcionar. He intentado contactar soporte 5 veces y nadie responde ni por correo ni por teléfono.,Queja,Baja
"Llevo 3 meses con este problema de el proceso de inscripción y nadie hace nada, es desesperante.",Queja,Media
La aplicación de la plataforma web lleva 5 días sin funcionar. He intentado contactar soporte 5 veces y nadie responde ni por correo ni por teléfono.,Queja,Alta
Sugiero mejorar el área de nómina para mayor eficiencia.,Sugerencia,Media
"Me prometieron solucionar tiempos de entrega en 2 días y ya van 2 semanas, esto no puede seguir así.",Reclamo,Alta
"Con el ánimo de contribuir al mejoramiento institucional, propongo que se revisen los procedimientos de certificados para hacerlos más eficientes.",Sugerencia,Baja
Trabajo en el sector y puedo decir que otras entidades han mejorado el proceso de inscripción implementando notificaciones automáticas. Sería fácil de adoptar aquí.,Sugerencia,Baja
"Por medio de la presente manifiesto mi inconformidad con el deficiente servicio prestado en el portal estudiantil, situación que ha generado perjuicios a mi proceso.",Queja,Media
¿Cuándo me van a responder?,Petición,Baja
"Sugiero se contemple la posibilidad de digitalizar certificados, lo cual reduciría costos operativos y mejoraría la satisfacción del usuario.",Sugerencia,Media
Llevo 7 meses esperando solución a el sistema de pagos.,Reclamo,Alta
¿Cómo accedo a facturación?,Petición,Media
¿Alguien me puede decir por qué mi solicitud lleva tanto tiempo sin respuesta? Solo quiero saber el estado.,Petición,Baja
Incumplimiento grave en la carnetización. Exijo respuesta.,Reclamo,Media
"Por medio de la presente manifiesto mi inconformidad con el deficiente servicio prestado en el área de nómina, situación que ha generado perjuicios a mi proceso.",Queja,Media
"Elevo propuesta de mejora para la plataforma web, considerando que su optimización beneficiaría a un gran número de usuarios.",Sugerencia,Baja
Propongo más capacitación del personal en el sistema de citas.,Sugerencia,Baja
"Estoy muy molesto con la carnetización, es la tercera vez que vengo y nadie me soluciona nada.",Queja,Media
"Oigan, una sugerencia: pongan más personal para los trámites de matrícula en las horas pico, siempre hay filas enormes.",Sugerencia,Media
Llevamos meses esperando.,Reclamo,Alta
"Sugiero se contemple la posibilidad de digitalizar certificados, lo cual reduciría costos operativos y mejoraría la satisfacción del usuario.",Sugerencia,Baja
Pésimo servicio en tiempos de entrega.,Queja,Alta
Presento reclamo formal por cobro indebido en trámites académicos. Solicito el reintegro del valor cobrado en exceso en un plazo no mayor a cinco días hábiles.,Reclamo,Alta
Llevamos meses esperando.,Reclamo,Alta
Realicé el pago en línea pero el sistema no me generó el recibo. Necesito ese comprobante para continuar con mi trámite.,Petición,Baja
Respetuosamente elevo solicitud formal para que se gestione el sistema de pagos en el menor tiempo posible.,Petición,Baja
Ya se pasó el plazo que me dieron para resolver facturación y siguen sin cumplir.,Reclamo,Media
"Me permito sugerir respetuosamente la implementación de mejoras en el servicio técnico, con el fin de optimizar la experiencia del usuario y reducir los tiempos de atención.",Sugerencia,Baja
"Me permito sugerir respetuosamente la implementación de mejoras en atención al cliente, con el fin de optimizar la experiencia del usuario y reducir los tiempos de atención.",Sugerencia,Baja
Recomiendo revisar los tiempos en la plataforma web.,Sugerencia,Media
Me podrían decir qué documentos necesito para el servicio técnico? Gracias de antemano.,Petición,Baja
Llevamos meses esperando.,Reclamo,Alta
Muy mala atención en el sistema de citas.,Queja,Alta
Llevo 4 semanas intentando entender el procedimiento para el sistema de pagos. He revisado la página pero la información está desactualizada.,Petición,Baja
Llevo 3 meses esperando solución a el área de nómina.,Reclamo,Alta
"Me dirijo respetuosamente a su despacho con el fin de solicitar el portal estudiantil, documento necesario para adelantar un trámite ante una entidad externa.",Petición,Baja
Recomiendo revisar los tiempos en la línea de atención telefónica.,Sugerencia,Baja
"Sería muy útil que mandaran un correo cuando el área de nómina esté listo, así no toca venir a preguntar.",Sugerencia,Media
Llevo esperando semanas por el sistema de pagos.,Queja,Media
"Hago constar mi malestar ante la falta de respuesta oportuna en trámites académicos, situación que se ha prolongado de manera injustificada.",Queja,Media
"Oigan, ¿dónde puedo hacer el trámite de el servicio técnico? La página no lo explica bien.",Petición,Baja
"Fui a renovar mi carnet, me dijeron que volviera en una semana, volví y me dijeron que no había sistema. Tercera vez que voy y sigo sin renovarlo.",Queja,Media
"Oigan, una sugerencia: pongan más personal para trámites académicos en las horas pico, siempre hay filas enormes.",Sugerencia,Media
Llevamos meses esperando.,Reclamo,Alta
"Estoy muy molesto con el área de nómina, es la tercera vez que vengo y nadie me soluciona nada.",Queja,Media
"Fui a realizar devoluciones y el agente me atendió de mala manera, no escuchó mis explicaciones y me dijo que volviera otro día sin justificación.",Queja,Alta
Me prometieron que trámites académicos estaría resuelto en 7 días hábiles. Ya van 7 meses y el problema persiste. Voy a escalar a los organismos de control si no hay respuesta esta semana.,Reclamo,Alta
Recomiendo revisar los tiempos en la carnetización.,Sugerencia,Baja
"Con el ánimo de contribuir al mejoramiento institucional, propongo que se revisen los procedimientos de el sistema de citas para hacerlos más eficientes.",Sugerencia,Baja
Recomiendo revisar los tiempos en la línea de atención telefónica.,Sugerencia,Media
Firmé un contrato que garantizaba ciertos estándares en el portal estudiantil. Desde el primer día el servicio ha sido deficiente y nadie asume responsabilidad.,Reclamo,Media
No entiendo por qué me cobraron un valor diferente al de la factura anterior. Necesito que alguien me explique ese incremento.,Queja,Media
"Me permito solicitar de manera formal el acceso a los trámites de matrícula, de acuerdo con los derechos que me asisten como ciudadano.",Petición,Media
Incumplimiento grave en tiempos de entrega. Exijo respuesta.,Reclamo,Media
Deberían mejorar esto.,Sugerencia,Baja
Reclamo formal por los trámites de matrícula. Adjunto pruebas.,Reclamo,Alta
Requiero certificado de el servicio técnico.,Petición,Baja
La aplicación de los turnos de atención lleva 1 días sin funcionar. He intentado contactar soporte 1 veces y nadie responde ni por correo ni por teléfono.,Queja,Media
No han cumplido con los turnos de atención en el plazo acordado.,Reclamo,Alta
Respetuosamente elevo solicitud formal para que se gestione la plataforma web en el menor tiempo posible.,Petición,Baja
El 7 de este mes realicé un pago de más de 500.000 pesos por trámites académicos. El cargo apareció en mi extracto pero no se ha aplicado. He enviado el comprobante 7 veces sin respuesta.,Reclamo,Alta
"Hago constar mi malestar ante la falta de respuesta oportuna en la carnetización, situación que se ha prolongado de manera injustificada.",Queja,Alta
Trabajo en el sector y puedo decir que otras entidades han mejorado la app móvil implementando notificaciones automáticas. Sería fácil de adoptar aquí.,Sugerencia,Baja
"Fui a realizar tiempos de entrega y el funcionario me atendió de mala manera, no escuchó mis explicaciones y me dijo que volviera otro día sin justificación.",Queja,Baja
"El personal de el área de nómina me dio información incorrecta que me hizo perder tiempo y dinero. Cuando volví a reclamar, la funcionaria fue muy grosero.",Queja,Baja
"Buenas, quisiera saber si es posible conseguir un certificado de el sistema de citas esta semana.",Petición,Baja
Hace 5 meses tuve un problema con el sistema de pagos que causó un perjuicio económico directo. He seguido el conducto regular y no he obtenido ninguna respuesta formal.,Reclamo,Media
La aplicación de devoluciones lleva 5 días sin funcionar. He intentado contactar soporte 5 veces y nadie responde ni por correo ni por teléfono.,Queja,Baja
"Interpongo reclamo formal por incumplimiento en la línea de atención telefónica, del cual adjunto pruebas documentales, y exijo respuesta en los términos legales.",Reclamo,Media
"Me prometieron solucionar devoluciones en 3 días y ya van 3 semanas, esto no puede seguir así.",Reclamo,Alta
"Deberían mejorar la comunicación sobre el portal estudiantil, nadie sabe bien cómo funciona.",Sugerencia,Baja
"Por favor envíenme la información sobre mi trámite cuanto antes, ya debería haber llegado hace días.",Petición,Baja
Creo que hubo un error en mi facturación. ¿Podrían verificar y ajustar si es el caso?,Reclamo,Alta
"Me permito solicitar de manera formal el acceso a el portal estudiantil, de acuerdo con los derechos que me asisten como ciudadano.",Petición,Baja
Realicé el pago en línea pero el sistema no me generó el recibo. Necesito ese comprobante para continuar con mi trámite.,Petición,Baja
Nadie contesta el teléfono.,Queja,Alta
"Hago constar mi malestar ante la falta de respuesta oportuna en la app móvil, situación que se ha prolongado de manera injustificada.",Queja,Baja
"Oigan, una sugerencia: pongan más personal para el sistema de citas en las horas pico, siempre hay filas enormes.",Sugerencia,Baja
Soy estudiante de último semestre y necesito tramitar la app móvil antes del 1 de diciembre para poder graduarme. ¿Cuál es el proceso?,Petición,Baja
"Fui a realizar la carnetización y el agente me atendió de mala manera, no escuchó mis explicaciones y me dijo que volviera otro día sin justificación.",Queja,Media
He observado que los turnos de atención tiene cuellos de botella en horas pico. Una solución sería habilitar citas virtuales para descongestionar la atención presencial.,Sugerencia,Baja
"Hago constar mi malestar ante la falta de respuesta oportuna en tiempos de entrega, situación que se ha prolongado de manera injustificada.",Queja,Alta
Realicé el pago en línea pero el sistema no me generó el recibo. Necesito ese comprobante para continuar con mi trámite.,Petición,Baja
¿Cómo accedo a la carnetización?,Petición,Baja
"Me prometieron solucionar el proceso de inscripción en 5 días y ya van 5 semanas, esto no puede seguir así.",Reclamo,Alta
Me prometieron que la plataforma web estaría resuelto en 6 días hábiles. Ya van 6 meses y el problema persiste. Voy a escalar a los organismos de control si no hay respuesta esta semana.,Reclamo,Alta
Llevamos meses esperando.,Reclamo,Alta
"Hola, ¿me pueden ayudar con información sobre pagos en línea? No sé muy bien a quién dirigirme.",Petición,Media
